"id","published","category","sectionOrder","title","code","termCode","term","termLabel","programs","programTagsDisplay","credits","instructorName","instructorSlug","instructorUrl","subtitle","descriptionShort","descriptionMore","tstCode","format","meetingDay","meetingTime","syllabusUrl","requiredBooks","prerequisites","cstcArea","certificateTags","enrolmentNotes","registrationEmail","lastDateToRegister","maxEnrolment","partnerNote","updatedAt"
"religion-life-society-reform-8ecaf","FALSE","partnership","","Religion, Life & Society: Reformational Philosophy","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","An exploration of
central issues in philosophy, as addressed by Herman Dooyeweerd, Dirk
Vollenhoven, and the ""Amsterdam School"" of neoCalvinian thought. The course
tests the relevance of this tradition for recent developments in Western
philosophy. Special attention is given to critiques of foundationalism,
metaphysics, and modernity within reformational philosophy and in other schools
of thought.","Dr. Robert (Bob) Sweetman

Tuesdays 7:00pm - 10:00pm","","","","","https://docs.google.com/document/pub?id=1eNZbtPoOWX9SxaC7Uo8t2eOfH8QhQBgRWqjbJyZwVGE","","","","","","","","","In Partnership with Calvin University","2012-09-11"
"nietzsche-foucault-and-the-gene-fa0de","FALSE","immersive","","Nietzsche, Foucault and the Genealogical Approach to the History of Philosophy","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","This seminar examines
that philosophical approach to the history of philosophy that travels under the
name of ""genealogy"".  It does so in
terms of selected texts of the tradition's to major figures: its founder, Friederich
Nietzsche and the presently ubiquitous Michel Foucault.  It examines the role that genealogical study
of the history of philosophy has in the philosophical construction of its
practitioners and what they think is truly first and deepest in the history
they so study.","Dr. Robert (Bob) Sweetman

Tuesdays 9:30am-12:30pm","","","","","https://docs.google.com/document/pub?id=1LLl7co92jdYzhpfsZiUDovN_CyPSAEdKgI1Ug26MqX8","","","","","","","","","","2012-09-11"
"ways-of-learning-69c2c","FALSE","immersive","","Ways of Learning","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","Participants in the
course will investigate and evaluate significant perspectives on the learning
process in order to understand the assumptions of various theories and to
interpret these from a biblically-informed standpoint. They will review current
research into child development and learning (e.g. brain research, cognitive
processes, multiple intelligences, learning styles) in seeking to develop a
coherent understanding of the relationships between various learning theories,
on the basis of a Christian view of the person and of knowledge. An action
research project will enable participants to test an approach to learning in
the context of their own classrooms.","CSTC1540

Dr. Doug Blomberg","","","","","https://docs.google.com/document/pub?id=1AUyyupurFuPTY6bZTPym_mwPLko5lLXT1zBSApitCWI","","","","","","","","","","2012-09-10"
"person-family-society-e5f32","FALSE","immersive","","Person, Family & Society","","","","","mws","MWS","3 Credits","","","","","This course will reflect on
the nature of the social world in a way that emerges from and is integrally
linked with Christian faith. Challenging the common view that individuals are
fully independent and self-made, we will look at the different kinds of
communities that define us, in both restrictive and enabling ways: family,
political society, religious community, and groups formed on the basis of other
kinds of shared identities. We will look at the way in which we emerge as
individuals only through these primary identifications, and at the conflicted
way in which our individuality is essentially an attempt to understand and even
overcome them. We will also explore the tensions that arise *between*
these various communities and their claims upon us-between family and social
membership, between religious community and political membership, between
formal legal identity and concrete group identification, and so on. The course
includes readings from diverse philosophical, religious, literary, and social-scientific
texts. It aims to develop an existentially and philosophically rich Christian
sensitivity to the complexity of the social relationships that shape us and
make claims on us.","ICSD130609 F12 / ICS130609 F12

(This course is being submitted for accreditation for the CSTC)

Dr. Shannon Hoff

MWS

* Please note that this course is being offered both on-campus and via distance education. When registering be sure to indicate the desired mode of study in the course code (ICSD indicates distance while ICS indicates on-campus study)

Syllabus","","","","","https://docs.google.com/document/pub?id=1ZRmHzS2s_JWUmNmYGx0iAB7dqXkTnLoc2kK4eTsYjlU","","","","","","","","","","2012-09-10"
"art-theology-and-religion-c06b9","FALSE","immersive","","Art, Theology and Religion","","","","","mws","MWS","3 Credits","","","","","The course will explore
significant ways that Christians have theologized the arts, artistry and art
culture in Eastern and Western Christendom. The course will compare the
varieties of theologies that have emerged from within the Protestant, Catholic,
and Orthodox traditions. The study will involve looking at paintings, icons,
altarpieces, and socially and culturally engaged works of art as well as
pertinent theological writings.","Dr. Rebekah Smick

MWS

Syllabus (On campus) 

Syllabus 

* Please note that this course is being offered both on-campus and via distance education. When registering be sure to indicate the desired mode of study in the course code (ICSD indicates distance while ICS indicates on-campus study)","","","","","https://docs.google.com/document/pub?id=1FazC9-LhPn4glv7twxCKvCIj0OgHGGl1JkUZsHZvpwM","","","","","","","","","","2012-09-10"
"biblical-foundations-ed9b7","FALSE","core","","Biblical Foundations","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2012-09-10"
"introduction-to-educational-lead-a04de","FALSE","core","","Introduction to Educational Leadership","","","","","mws","MWS","3 Credits","","","","","Summer 2012","*Redeemer University College, Ancaster, ON*

*Summer Institute
Enrolment Deadline: Friday June 1, 2012*","","","","","","","","","","","","","","","2012-07-02"
"systematic-theology-past-prese-93a19","FALSE","immersive","","Systematic Theology: Past, Present and Future","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2012-01-13"
"beauty-theology-ethics-or-aes-9ebe7","FALSE","immersive","","Beauty: Theology, Ethics, or Aesthetics?","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2012-01-12"
"creative-communication-culture-552dd","FALSE","immersive","","Creative Communication: Culture, Art, and Politics","","","","","mws","MWS","3 Credits","","","","","","","","","","","","","","","","","","","","","2012-01-11"
"interdisciplinary-seminar-plato-696bf","FALSE","immersive","","Interdisciplinary Seminar: Plato on the Cultivation of the Soul","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2012-01-11"
"the-politics-of-forgiveness-8bff9","FALSE","immersive","","The Politics of Forgiveness","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2012-01-10"
"individuality-in-the-franciscan-b35b8","FALSE","immersive","","Individuality in the Franciscan Thought of John Duns Scotus and William of Ockham","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2012-01-10"
"leadership-vision-and-mission-72747","FALSE","immersive","","Leadership: Vision and Mission","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2012-01-09"
"wisdom-and-schooling-ab8b6","FALSE","immersive","","Wisdom and Schooling","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2011-09-19"
"religion-life-society-reform-8ecaf","FALSE","immersive","","Religion, Life & Society: Reformational Philosophy","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2011-09-16"
"person-family-and-society-86b5f","FALSE","immersive","","Person, Family and Society","","","","","mws","MWS","3 Credits","","","","","","","","","","","","","","","","","","","","","2011-09-15"
"christian-theologies-of-art-74e1c","FALSE","immersive","","Christian Theologies of Art","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2011-09-15"
"reconsidering-kant-s-aesthetics-65aeb","FALSE","immersive","","Reconsidering Kant's Aesthetics","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2011-09-15"
"liberal-theory-and-its-critics-704f0","FALSE","immersive","","Liberal Theory and Its Critics","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2011-09-13"
"matter-body-and-gender-in-the-t-c48e7","FALSE","immersive","","Matter, Body and Gender in the Thought of Hildegard of Bingen, Bernardus Sylvestris, Alan of Lille and Thomas Aquinas","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2011-09-13"
"biblical-foundations-ed9b7","FALSE","core","","Biblical Foundations","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2011-09-12"
"paradoxes-of-progress-habermas-1e0fc","FALSE","immersive","","Paradoxes of Progress: Habermas's Theory of Communicative Action","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2011-09-12"
"god-inc-christology-humanity-in-9e610","FALSE","immersive","","God Inc: Christology/Humanity/Incarnation","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2011-01-14"
"with-out-reason-art-and-imagina-d1b19","FALSE","immersive","","With/Out Reason: Art and Imagination in the Western Tradition","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2011-01-14"
"religion-critical-theory-and-h-5626c","FALSE","immersive","","Religion, Critical Theory, and Habermas","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2011-01-13"
"the-self-and-its-others-da2b3","FALSE","immersive","","The Self and Its Others","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2011-01-13"
"ids-art-religion-education-a-7a0e0","FALSE","immersive","","IDS: Art, Religion, Education, and Justice: The Christian Philosophy of Nicholas Wolterstorff","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2011-01-12"
"the-rational-individual-and-the-43f5f","FALSE","immersive","","The Rational Individual and the Social Contract: Hobbes and Locke, Rousseau and Marx","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2011-01-11"
"spiritual-exercises-as-christian-9ec83","FALSE","immersive","","Spiritual Exercises as Christian Philosophy from Augustine to Bonaventure","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2011-01-11"
"christianity-and-ecological-cris-e4cfc","FALSE","immersive","","Christianity and Ecological Crisis","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2011-01-10"
"curriculum-organising-the-world-0ab31","FALSE","immersive","","Curriculum: Organising the World for Learning","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","[This is a distance education course.]","Curriculum is the selection and organisation of experience for pedagogical purposes. The criteria that determine what is selected and how it is organised articulate fundamental values about the nature of the world and our calling in it. This course will encourage critical evaluation of the criteria that are commonly employed and of how the curriculum can be shaped to better reflect a Christian worldview. Curriculum is conceived not as a static collection of materials, but as a dynamic plan that directs the learning process and governs the organically developing relationship between teachers and learners. Teachers are curriculum workers, charged with reflective responsibility as they conduct themselves in their profession. Whether adopting and adapting an externally prescribed curriculum or designing a curriculum from its inception, Christian teachers have a responsibility to ensure that the curriculum reflects a biblical worldview, in structure as well as in content, and that learners are invited to respond from their hearts in obedience to the call of God in Christ, Scripture and creation.

View course syllabus

Download course syllabus (PDF)","","","","","","","","","","","","","","","2011-01-10"
